Subject,Level,Strand,Sub-strand,Description,Code
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Healthy and active communities,"Preventive health practices for young people to avoid and manage riskWA7HEHPH2

For example:sun-protective behavioursadoption of the Australian Guide to Healthy Eatingapplication of road safety laws and guidelines



            
            Critical and creative thinking

                

        
        Personal and social capability",WA7HEHPH2
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Healthy and active communities,"Health and social benefits of physical activity and recreational pursuitsWA7HEHPH3





        
        Personal and social capability",WA7HEHPH3
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Healthy and active communities,"Ways in which the media and influential people impact attitudes, beliefs, decisions and behavioursWA7HEHPH4

For example:television advertising



        
        Literacy
    
        

            
            Critical and creative thinking",WA7HEHPH4
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Interacting with others,"Impact of relationships on a person’s wellbeingWA7HEHPI1

For example:the benefits of respectful relationships and the roles of respect, empathy, power and coercion in relationshipsthe influence of family and peersapplying online and social protocols to enhance relationships



        
        Personal and social capability",WA7HEHPI1
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Interacting with others,"Ways in which decision-making, respect and empathy in developing respectful relationships can be influenced by gender stereotypesWA7HEHPI2





        
        Personal and social capability
        
        

        
        Ethical understanding",WA7HEHPI2
Health and Physical Education,Year 7 Syllabus,"Personal, social and community health",Interacting with others,"Factors that influence emotional responses and behaviourWA7HEHPI3

For example:personal experienceconsidering alternative ways to respond to situations, including showing empathyself-management strategies to regulate emotions



            
            Critical and creative thinking

                

        
        Personal and social capability",WA7HEHPI3
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Movement skills,"Movement skills and sequences within different physical activity contexts and settingsWA7HEPMM1





            
            Critical and creative thinking

                

        
        Personal and social capability",WA7HEPMM1
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Movement skills,"Strategic and tactical skills used to create and use space through the manipulation of effort, space, time, objects and peopleWA7HEPMM2





            
            Critical and creative thinking",WA7HEPMM2
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Movement skills,"Physical activities to enhance health, fitness and wellbeing, including moving in natural environmentsWA7HEPMM3





            
            Critical and creative thinking

                

        
        Personal and social capability",WA7HEPMM3
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Understanding movement,"Impact of regular participation in physical activities on health, fitness and wellbeingWA7HEPMU1





            
            Critical and creative thinking",WA7HEPMU1
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Understanding movement,"Strategies to increase physical activity levelsWA7HEPMU2

For example:gamesrecreational activitiesoutdoor pursuits



            
            Critical and creative thinking

                

        
        Personal and social capability",WA7HEPMU2
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Interpersonal skills,"Communication skills that support and enhance:group and team cohesionleadershipinclusionWA7HEPMI1





        
        Personal and social capability",WA7HEPMI1
Health and Physical Education,Year 7 Syllabus,Movement and physical activity,Interpersonal skills,"Ethical behaviour and fair play when participating in physical activitiesWA7HEPMI2





        
        Personal and social capability
        
        

        
        Ethical understanding",WA7HEPMI2
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Personal identity and change,"Strategies to cope with and manage the impact of changes and transitionsWA8HEHPP1

For example:changing peer and family relationshipsthe influence of values and beliefs on the development of identitiesaccessing relevant health information and services



        
        Personal and social capability",WA8HEHPP1
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Personal identity and change,"Ways in which changing feelings and attractions form part of developing sexual identitiesWA8HEHPP2

For example:how health information supports an individual to effectively manage change as they grow older



            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEHPP2
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Staying safe,"Credible health information that can support people in a variety of situationsWA8HEHPS1





        
        Literacy
    
        

            
            Critical and creative thinking",WA8HEHPS1
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Staying safe,"Reasons why young people choose to use or not use alcohol, drugs or other harmful substances, and strategies that could be used if someone is being encouraged to use themWA8HEHPS2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEHPS2
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Staying safe,"Skills and strategies to promote physical and mental health, safety and wellbeing in various environmentsWA8HEHPS3

For example:assertive responsesstress management techniquesrefusal skillsmaking informed choicescontingency planningdemonstrating basic first aid in medical circumstances, such as non-life-threatening bleeds, sprains and strainsonline environments (sharing intimate images or texts)



            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEHPS3
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Staying safe,"Strategies and skills to communicate assertively when seeking, giving or denying consent are explained and appliedWA8HEHPS4

For example:exploring assertive and respectful communicationexamining the nature of consent in different types of relationships



        
        Personal and social capability
        
        

        
        Ethical understanding",WA8HEHPS4
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Healthy and active communities,"Benefits to individuals and communities of valuing diversity and promoting inclusivityWA8HEHPH1

For example:affirming diversityexploring how the traditions, foods and practices of different cultures enhance the wellbeing of the communitychallenging racism, homophobia, sexism and disability discriminationresearching how stereotypes and prejudices have been challenged in various contexts



        
        Personal and social capability
        
        

        
        Intercultural understanding",WA8HEHPH1
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Healthy and active communities,"Health promotion initiatives which target relevant health, safety and wellbeing issues for young people and ways to manage themWA8HEHPH2





        
        Literacy
    
        

        
        Personal and social capability",WA8HEHPH2
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Interacting with others,"Strategies for managing the changing nature of peer and family relationshipsWA8HEHPI1





        
        Personal and social capability",WA8HEHPI1
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Interacting with others,"Impacts of bullying and harassment on relationships, including online relationshipsWA8HEHPI2

For example:psychological consequences, including decreased self-esteem and poor mental healthsocial consequences, including negative attitudes to school and increased loneliness



        
        Digital literacy
        
            

        
        Personal and social capability",WA8HEHPI2
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Interacting with others,"Role of power and coercion within relationships, and how these can be influenced by gender stereotypesWA8HEHPI3





        
        Ethical understanding",WA8HEHPI3
Health and Physical Education,Year 8 Syllabus,"Personal, social and community health",Interacting with others,"Personal, social and cultural factors that influence emotional responses and behaviourWA8HEHPI4

For example:prior experiencenorms and expectationspersonal or cultural beliefs and attitudes



        
        Personal and social capability
        
        

        
        Intercultural understanding",WA8HEHPI4
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Movement skills,"Movement skills and sequences within different physical activity contexts and settings with a focus on:increased efficiency in skill performancecontrol of balance and stabilityWA8HEPMM1





            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEPMM1
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Movement skills,"Selection of strategic and tactical skills in the manipulation of effort, space, time, objects and people in a variety of movement contextsWA8HEPMM2





            
            Critical and creative thinking",WA8HEPMM2
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Movement skills,"Physical activities to enhance health, fitness and wellbeing, including moving in natural environmentsWA8HEPMM3





            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEPMM3
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Understanding movement,"Measurement of the body’s response to physical activity:heart ratebreathing/respirationWA8HEPMU1





    
        Numeracy
    
    

            
            Critical and creative thinking",WA8HEPMU1
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Understanding movement,"Use of games, recreational activities and outdoor pursuits to enhance activity levels and achieve health and wellbeing outcomesWA8HEPMU2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA8HEPMU2
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Interpersonal skills,"Verbal, physical and situational cues to identify and appropriately respond to the feelings and motives of others when working in a team or groupWA8HEPMI1





        
        Personal and social capability",WA8HEPMI1
Health and Physical Education,Year 8 Syllabus,Movement and physical activity,Interpersonal skills,"Modification of rules, equipment or scoring systems to allow for fair play, safety and inclusion of all participantsWA8HEPMI2





        
        Personal and social capability
        
        

        
        Ethical understanding",WA8HEPMI2
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Personal identity and change,"Factors that shape personal identities and adolescent health behavioursWA9HEHPP1





        
        Personal and social capability",WA9HEHPP1
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Personal identity and change,"Strategies for managing changes and transitionsWA9HEHPP2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEHPP2
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Staying safe,"Skills to determine the appropriateness and reliability of online health informationWA9HEHPS1





        
        Literacy
    
        

            
            Critical and creative thinking",WA9HEHPS1
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Staying safe,"Skills to deal with challenging or unsafe situations:refusal skillsinitiating contingency plansacting assertivelyWA9HEHPS2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEHPS2
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Staying safe,"Actions and strategies to enhance health and wellbeing in a range of environmentsWA9HEHPS3

For example:the use of complementary health practices to support and promote good healthresponding to emergency situations to administer first aid, such as Danger, Response, Send, Airway, Breathing, Compression, Defibrillation (DRSABCD)identifying and managing unsafe situationssafe blood practices



            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEHPS3
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Staying safe,"Strategies are examined, such as communicating choices, seeking, giving and denying consent, and expressing opinions and needs that can support the development of respectful relationships, including sexual relationshipsWA9HEHPS4

For example:describing strategies that enhance the safety and wellbeing of sexual partners, such as communicating feelings of each party, respecting boundaries and choices, gaining affirmative consent, assertive communication and respecting individuals’ rightsinvestigating the Western Australian legal requirements in relation to seeking, giving, refusing and accepting the refusal of consent, and considering how these laws relate to relationships with friends, colleagues, strangers and intimate partners, in both online and offline interactions



        
        Personal and social capability
        
        

        
        Ethical understanding",WA9HEHPS4
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Healthy and active communities,"Impact of external influences on the ability of adolescents to make safe and informed choices relating to:sexual health behavioursalcohol, drugs or other harmful substance userisk-takingWA9HEHPH1





            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEHPH1
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Healthy and active communities,"Implications of attitudes and behaviours on individuals and the communityWA9HEHPH2

For example:prejudicemarginalisationhomophobiadiscrimination



        
        Personal and social capability",WA9HEHPH2
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Interacting with others,"Characteristics of respectful relationships and how these can prevent violence and abuseWA9HEHPI1

For example:respecting the rights and responsibilities of individuals in the relationshipcommunicationrespecting gender equalityrespecting personal differences and opinionsempathy



            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEHPI1
Health and Physical Education,Year 9 Syllabus,"Personal, social and community health",Interacting with others,"Managing emotional responses and resolving conflict in family or social situationsWA9HEHPI2

For example:coping with rejectionnegotiation skills



        
        Personal and social capability
        
        

        
        Intercultural understanding",WA9HEHPI2
Health and Physical Education,Year 9 Syllabus,Movement and physical activity,Movement skills,"Movement skillsMovement skills and sequences within different physical activity contexts and settings reflecting:increased speed and accuracyimproved efficiencyincreased complexityWA9HEPMM1





            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEPMM1
Health and Physical Education,Year 9 Syllabus,Movement and physical activity,Movement skills,"Skills, strategies and tactics in new or challenging movement situations and the impact of each on movement outcomesWA9HEPMM2





            
            Critical and creative thinking",WA9HEPMM2
Health and Physical Education,Year 9 Syllabus,Movement and physical activity,Movement skills,"Lifelong physical activities to enhance health, fitness and wellbeing, including moving in natural environmentsWA9HEPMM3





            
            Critical and creative thinking

                

        
        Personal and social capability",WA9HEPMM3
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Personal identity and change,"Impact of societal and cultural influences on personal identities and health behaviourWA10HEHPP1

For example:how diversity and gender are represented in the mediadiffering cultural beliefs and practices that surround transitionsdefending personal values



        
        Personal and social capability
        
        

        
        Intercultural understanding",WA10HEHPP1
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Staying safe,"Analysis of health information and content related to:alcohol, drugs or other harmful substancesbody imageprocessed foodroad safetyrelationshipsWA10HEHPS1





        
        Literacy
    
        

            
            Critical and creative thinking",WA10HEHPS1
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Staying safe,"Skills and strategies to manage situations where risk is encouraged by othersWA10HEHPS2

For example:pressure to engage in intimate relationships



            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEHPS2
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Staying safe,"Skills and strategies to manage situations where response to an emergency situation is requiredWA10HEHPS3

For example:water-based activitiesroad traumaalcohol, drugs and other harmful substances



            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEHPS3
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Staying safe,"Strategies are examined, such as communicating choices, seeking, giving and denying consent, and expressing opinions and needs that can support the development of respectful relationships, including sexual relationshipsWA10HEHPS4

For example:reflecting on the potential impact of their own behaviour on others and the importance of taking responsibility for their own actions to ensure they do no harm to othersrefining strategies to communicate clearly and respectfully their choices, needs and opinions in a range of relationship scenarios, such as in peer group, family or work situations



        
        Personal and social capability
        
        

        
        Ethical understanding",WA10HEHPS4
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Healthy and active communities,"Health information, support services and media messaging about relationships, lifestyle choices, health decisions and behavioursWA10HEHPH1





        
        Literacy
    
        

            
            Critical and creative thinking",WA10HEHPH1
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Healthy and active communities,"Health promotion designed to raise awareness, influence attitudes, promote healthy behaviours and increase connection to the communityWA10HEHPH2





        
        Literacy
    
        

            
            Critical and creative thinking",WA10HEHPH2
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Healthy and active communities,"Social, economic and environmental factors that can influence healthWA10HEHPH3

For example:level of knowledge and awareness of healthy behavioursincome/employmentsocial networks and supports (family, friends and community attachment)housingaccess to services



        
        Literacy
    
        

            
            Critical and creative thinking",WA10HEHPH3
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Interacting with others,"Skills and strategies to promote respectful relationshipsWA10HEHPI1

For example:appropriate emotional responses in a variety of situationschallenging assumptions about gendertaking action if a relationship is not respectful



            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEHPI1
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Interacting with others,"Influences on sexuality and sexual health behaviours, including the impact decisions and actions have on own and others’ health and wellbeingWA10HEHPI2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEHPI2
Health and Physical Education,Year 10 Syllabus,"Personal, social and community health",Interacting with others,"Managing the effects of emotional responses on relationshipsWA10HEHPI3

For example:the impact of extreme emotions on situations or relationshipsthe consequences of not recognising the emotions of others



        
        Personal and social capability
        
        

        
        Intercultural understanding",WA10HEHPI3
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Movement skills,"Movement skills and sequences within different physical activity contexts and settings reflecting:increased complexitytransference of skills to other activitiesWA10HEPMM1





            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEPMM1
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Movement skills,"The impact of changes to effort, space or time on skills, strategies and tactics in a range of movement contexts and settingsWA10HEPMM2





            
            Critical and creative thinking",WA10HEPMM2
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Movement skills,"Evaluation, selection and implementation of responses to changing conditions based on the outcome of previous performancesWA10HEPMM3





            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEPMM3
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Movement skills,"Lifelong physical activities to enhance health, fitness and wellbeing, including moving in natural environmentsWA10HEPMM4





            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEPMM4
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Understanding movement,"Measurement of the body’s response to physical activity:perceived exertion ratingWA10HEPMU1





    
        Numeracy
    
    

            
            Critical and creative thinking",WA10HEPMU1
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Understanding movement,"Personalised plans for improving or maintaining physical activity levels to improve health, fitness and wellbeingWA10HEPMU2





            
            Critical and creative thinking

                

        
        Personal and social capability",WA10HEPMU2
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Interpersonal skills,"Skills and strategies to improve team or group performanceWA10HEPMI1

For example:motivationteamworkleadership



        
        Personal and social capability",WA10HEPMI1
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Interpersonal skills,"Application of fair play and ethical behaviour and ways they can influence the outcome of physical activitiesWA10HEPMI2





        
        Personal and social capability
        
        

        
        Ethical understanding",WA10HEPMI2
Health and Physical Education,Year 10 Syllabus,Movement and physical activity,Interpersonal skills,"Management of levels of participation and rules during physical activitiesWA10HEPMI3





        
        Personal and social capability",WA10HEPMI3
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Socialising,"Interact with the teacher and peers through&nbsp;&nbsp;action-related talk and structured play, to exchange greetings such as Ciao!; Buongiorno Signora!; Arrivederci!; Come stai, Anna? Bene, grazieIntroduce and share information about themselves, for example, Chi sei?; Chi è &hellip;?; Sono &hellip;, e tu?; Come ti chiami? Mi chiamo Anna&hellip;e tu?; Quanti anni hai? Cinque; Ti piace&hellip;? Sì, no(ACLITC001)",ACLITC001
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Socialising,"Participate in shared action with the teacher and peers using simple, repetitive key words, images, movement and songs such as Il coccodrillo come fa? (ACLITC002)",ACLITC002
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Socialising,"Respond to teacher talk and instruction, for example, Ciao!; Presente/assente; In cerchio!; Insieme; Qui(ACLITC002)",ACLITC002
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Informing,"Recognise pictures, symbols, key words and phrases of spoken and written Italian in rhymes, songs, labels and titles related to their personal worlds(ACLITC005)",ACLITC005
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Informing,"Convey factual information about their personal worlds, using songs, rhymes, gestures, pictures, labels, captions and familiar words(ACLITC006)",ACLITC006
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Creating,"Engage by listening to and viewing a range of short, imaginative texts and responding through action, dance, singing, drawing, movement and other forms of expression(ACLITC007)",ACLITC007
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Creating,"Participate in the shared performance of songs or rhymes, playing with sound patterns, rhyming words and non-verbal forms of expression(ACLITC008)",ACLITC008
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Translating,"Share with others familiar Italian words, phrases, sounds and gestures, noticing how they may have similar or different meanings in English or other known languages(ACLITC009)",ACLITC009
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Communicating,Reflecting,"Begin to notice how Italian feels/sounds different when speaking, singing a song or hearing it spoken by others compared with using and hearing their own language(s)(ACLTC011)",ACLTC011
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Understanding,Systems of language,"Recognise and experiment with reproducing the sounds and intonation patterns of the Italian language by singing, reciting, imitating and repeating words and phrases in context(ACLITU013)",ACLITU013
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Understanding,Systems of language,"Notice and use context-related vocabulary to generate languageRecognise some first elements of grammar, including:becoming aware of gender in patterns of naming, for example, Paolo/Paola; Alessandro/Alessandrabeginning to notice definite and indefinite articles with nouns, for example, la classe, una classe; il banco, un bancorecognising different words for asking questions and making requests, for example, Chi....?; Chi è?; Vieni qui!noticing the structure of simple statements and questions based on models, for example, lo sono Anna; Non sto bene; È un gatto? Sì, è un gattolearning simple verbs to describe actions and using them in formulaic expressions, for example, Mi piace cantare/giocare; Ti piace questo giocattolo?expressing negation, for example, Non mi piacedeveloping number knowledge for numbers 0&ndash;10(ACLITU014)",ACLITU014
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Understanding,Systems of language,"Recognise that language is organised as &lsquo;text&rsquo; that can be spoken, written, digital, visual or multimodal(ACLITU015)",ACLITU015
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Understanding,Language variation and change,"Recognise that in Italian, as in English and other languages, there are different ways of greeting and interacting with people, for example, Buongiorno Signora, come sta?; Ciao, Isabella(ACLITU016)",ACLITU016
Italian: Second Language — Pre-primary to Year 10,Pre-primary year syllabus,Understanding,Role of language and culture,"Recognise that Italian is one of many community languages spoken in Australia, including Aboriginal languages and Torres Strait Islander languages, Asian languages and worlds languages(ACLITU017) (ACLITU018)",ACLITU017-ACLITU018
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Socialising,"Interact with the teacher and peers, using simple modelled language and gestures to share information about themselves, their age and where they live and to talk about their favourite things, for example, Io ho sei anni; Io ho gli occhi verdi e i capelli rossi; Sono italiano, e tu? Sono australiana; Da dove vieni? Vengo da Torino; Abito a Subiaco; Hai una matita? Si, ho una matita; Ti piace il gelato? Sì, molto; Preferisco la pizza; Gioco a football(ACLITC001)",ACLITC001
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Socialising,"Participate in guided group activities, using simple repetitive language in songs, rhymes, games such as tombola, songs such as canzone alfabeto italiano, gestures and pictures to support understanding and to convey meaning(ACLITC002)",ACLITC002
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Socialising,"Respond to teacher talk and instruction, for example, In cerchio!; Insieme; Qui; Attenzione!; Non parlare/ parlate!; Silenzio!; Alza/Alzate la mano!(ACLITC003)",ACLITC003
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Informing,"Locate key words and information in simple spoken and written texts such as charts, lists, labels and captions, rhymes and songs related to their personal worlds(ACLITC005)",ACLITC005
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Informing,"Convey factual information about their personal worlds using pictures, labels, captions, familiar words and simple statements(ACLITC006)",ACLITC006
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Creating,"Participate in listening to and viewing a range of short, imaginative texts and responding through action, dance, singing, drawing and collaborative retelling(ACLITC007)",ACLITC007
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Creating,"Participate in the shared performance of songs, rhymes, stories and the presentation of action stories using verbal and non-verbal forms of expression and modelled language(ACLITC008)",ACLITC008
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Translating,"Share with others simple Italian expressions, sounds and gestures, name familiar objects and use Italian and/or English to conduct simple conversations(ACLITC009)",ACLITC009
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Communicating,Reflecting,"Notice ways of talking in Italian that appear different to their own ways and become aware of how voice, behaviour and body language may change when speaking Italian(ACLITC011)",ACLITC011
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Understanding,Systems of language,"Recognise and reproduce the sounds and intonation patterns of the Italian language noticing similarities and differences with EnglishPronounce the Italian alphabet - in particular the vowel sounds a, e, i, o, u, the rolled r, the c as in ciao and the ch as in chi(ACLITU013)",ACLITU013
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Understanding,Systems of language,"Notice and use context-related vocabulary and some first elements of grammar to generate language for a range of purposes, including:noticing definite and indefinite articles with nouns, for example, la matita, il libro, il quaderno; una maestra, uno studente; i ragazzi, le ragazzenoticing that Italian words end mostly with vowels to mark gender and number, for example, fratello, sorella, libro, libriobserving that some words which do not end with a vowel are the same in English, for example, computer, robot, yogurt, sportidentifying people using pronouns, for example, io, tunoticing the use of formulaic structures with ho and sono when giving personal information about state or identity, for example, Ho due fratelli; Sono basso; Ho sei anni; Ho gli occhi verdi; Sono altounderstanding and responding to imperatives, for example, Vieni qui!; Fate attenzione!learning the structure of simple statements and questions based on models, for example, lo ho sei anni; Io abito a Subiaco; È Marco? No, è Stefanodeveloping number knowledge for numbers 0&ndash;31(ACLITU014)",ACLITU014
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Understanding,Systems of language,Understand that language is organised as &lsquo;text&rsquo; and different types of texts have different features(ACLITU015),ACLITU015
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Understanding,Language variation and change,"Recognise that Italian speakers use language differently in different situations such as when socialising with peers and friends or at home with the family, for example, Un bacio, papà!;Ti voglio bene, tesoro!(ACLITU016)",ACLITU016
Italian: Second Language — Pre-primary to Year 10,Year 1 Syllabus,Understanding,Role of language and culture,"Recognise that Australia is a multilingual society with speakers of many different worlds and community languages, including Italian and that Italian and English borrow words and expressions from each other such as opera, pasta, spaghetti, computer(ACLITU017) (ACLITU018)",ACLITU017 ACLITU018
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Socialising,"Interact with the teacher and peers, using simple descriptive or expressive modelled language and gestures, to participate in routine exchanges such as asking each other how they are, offering wishes and talking about events in the day and over the year, for example, Martedì, io vado al cinema; Il mio compleanno è il venticinque marzo; Buon compleanno Mauro! Tanti auguri!; Buon Natale!; Oggi fa bel tempo/piove(ACLITC001)",ACLITC001
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Socialising,"Participate in guided group activities, simple tasks, transactions and games, taking turns, exchanging and negotiating, using simple language(ACLITC002)",ACLITC002
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Socialising,"Respond to teacher talk and instruction, for example, Siediti/Sedetevi, per favore; Apri il quaderno!; Chiudi/Chiudete la porta!; Tira la palla; Tocca a te!(ACLITC003)",ACLITC003
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Informing,"Identify specific points of information from familiar types of simple spoken, written or digital texts to complete guided tasks related to their personal worlds(ACLITC005)",ACLITC005
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Informing,"Convey factual information about their personal worlds using familiar words and phrases, simple statements and modelled language(ACLITC006)",ACLITC006
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Creating,"Participate in listening to, viewing and reading a range of imaginative texts and responding through action, performance, shared reading and collaborative retelling(ACLITC007)",ACLITC007
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Creating,"Create stories and perform imaginative scenarios, through role-play, mime, drawing, oral discussion or scaffolded writing activities, using familiar words and modelled language(ACLITC008)",ACLITC008
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Translating,"Translate for others what they can express in Italian, interpreting simple expressions and songs and explaining how meanings are similar or different in English or other known languages(ACLITC009)",ACLITC009
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Communicating,Reflecting,Recognise similarities and differences between aspects of Italian and Australian cultural practices and related language use(ACLITC011),ACLITC011
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Systems of language,"Reproduce the sounds and intonation patterns of the Italian language, noticing that words with accents stress the final letter such as Papà and cittàNotice similarities and differences with English in pronunciation and intonation(ACLITU013)",ACLITU013
Italian: Second Language — Pre-primary to Year 10,Year 2 Syllabus,Understanding,Systems of language,Recognise and begin to write high-frequency words and expressions in familiar contexts(ACLITU032),ACLITU032
